Bin#,Source,Item,SKU,Base Price,COGS,Date Listed,Year Month Listed,Platform Sold,Gross Sales,Platform Fee,Shipping,Gross Profit,Net Profit,Date Sold,Year Month Sold,Age of Listing
13,Goodwill Columbia MO,Postage Stamp Anthro Sleeveless Colorblock Shirt Dress 10,B0600,$5.00 ,$5.00 ,10/18/2021,202110,,,,,,,,,309
14,Goodwill Columbia MO,Altar'd State Boho Hippie Gypsy Printed Long Bell Sleeve Romper L,B0601,$5.00 ,$5.00 ,10/18/2021,202110,Poshmark,$24.75 ,$4.95 ,$1.86 ,$17.94 ,$12.94 ,12/10/2021,202112,53
14,Goodwill Columbia MO,Urban Outfitters UO Moonstruck Surplice Mustard Floral Romper Boho Hippie Gypsy M,B0602,$5.00 ,$5.00 ,10/15/2021,202110,,,,,,,,,312
14,Goodwill Columbia MO,Johnny Was Floral Tiered Maxi Silk Skirt Boho S,B0603,$4.00 ,$4.00 ,10/18/2021,202110,Poshmark,$75.00 ,$15.00 ,$0.00 ,$60.00 ,$56.00 ,10/19/2021,202110,1
13,Goodwill Columbia MO,TopShop Black Open Back Zipper Accent Black Mini Dress 4,B0604,$5.00 ,$5.00 ,10/18/2021,202110,,,,,,,,,309
14,Goodwill Columbia MO,Lulu's Milos Deep V Plunge Black Romper Halter Open Back M,B0605,$5.00 ,$5.00 ,10/18/2021,202110,,,,,,,,,309
14,Goodwill Columbia MO,AEO Boho Hippie Romper S,B0606,$5.00 ,$5.00 ,10/18/2021,202110,,,,,,,,,309
14,Goodwill Columbia MO,asos animal print maxi bodycon short sleeve 4,B0607,$5.00 ,$5.00 ,10/18/2021,202110,,,,,,,,,309
14,Goodwill Columbia MO,Lulu's strapless royal blue mini dress XS/S,B0608,$5.00 ,$5.00 ,10/18/2021,202110,,,,,,,,,309
14,Goodwill Columbia MO,Show Me Your Mumu Maroon Lace Tunic Dress XS,B0609,$5.00 ,$5.00 ,10/18/2021,202110,,,,,,,,,309
N/A,Goodwill Columbia MO,Chelsea & Violet Calf Hair Animal Print Loafers 6.5M,B0610,$8.00 ,$8.00 ,10/17/2021,202110,,,,,,,,,310
,Clothes Mentor Selma,Madewell High Riser Skinny Jeans 26,B0611,$23.00 ,$24.90 ,WEARING,,,,,,,,,,
,Clothes Mentor Selma,AEO Super Stretch X Jegging Jeans Skinny High Waist Medium Wash 6,B0612,$14.00 ,$15.16 ,WEARING,,,,,,,,,,
,Clothes Mentor Selma,Joe's Jeans Dark Wash Skinny High Waist 27,B0613,$23.00 ,$24.90 ,WEARING,,,,,,,,,,
,Goodwill Cibolo,Black Faux Leather Backpack Purse,B0614,$6.37 ,$6.90 ,WEARING,,,,,,,,,,
N/A,Goodwill Cibolo,Brooks Women's Running Shoe Launch 5 9.5,B0615,$12.74 ,$13.79 ,10/17/2021,202110,,,,,,,,,310
N/A,Goodwill Cibolo,Brooks Women's Running Shoe Revel 3,B0616,$12.74 ,$13.79 ,10/17/2021,202110,Poshmark,$53.00 ,$10.60 ,$0.00 ,$42.40 ,$28.61 ,12/8/2021,202112,52
N/A,Goodwill Cibolo,Lucky Brand Laretah Block Heel Bootie Peep Toe 9,B0617,$8.92 ,$9.66 ,10/17/2021,202110,,,,,,,,,310
Hanging,Goodwill Cibolo,ModCloth Retro Pinup Fit n Flare Mini Black Dress Sleeveless Pleated L,B0618,$7.22 ,$7.82 ,10/18/2021,202110,Poshmark,$24.75 ,$4.95 ,$1.86 ,$17.94 ,$10.12 ,12/10/2021,202112,53
10-Sep,Goodwill Cibolo,Umbro Sweat Pants S,B0619,$4.50 ,$4.87 ,10/17/2021,202110,,,,,,,,,310
,Goodwill Cibolo,Nike Dri Fit Crop Legging Running Pant Black S,B0620,$4.50 ,$4.87 ,Wearing,,,,,,,,,,
,Goodwill Cibolo,AEO Super Super Stretch Denim Short Raw Hem 2,B0621,$2.65 ,$2.87 ,WEARING,,,,,,,,,,
14,Goodwill Cibolo,Earthbound Trading Co. Boho Hippie Long Sleeve Tie Dye Romper M,B0622,$4.25 ,$4.60 ,10/18/2021,202110,,,,,,,,,309
14,Goodwill Cibolo,Madewell Button-Front Cami Dress in Island Magnolias S,B0623,$4.25 ,$4.60 ,10/15/2021,202110,,,,,,,,,312
N/A,Garage Sale,Birkenstock Arizona Sandal Kids 34 Tan,B0624,$5.00 ,$5.00 ,10/17/2021,,Poshmark,$31.00 ,$6.20 ,$2.46 ,$22.34 ,$17.34 ,10/29/2021,,
N/A,Closet,FAB SKIN LAB RETINOL SERUM 0.25% PURE CONCENTRATE,B0625,$0.00 ,$0.00 ,10/17/2021,202110,,,,,,,,,310
Hanging,Goodwill Blanco North,AEO Tropical Rain Jacket XS,B0626,$4.50 ,$4.87 ,10/20/2021,202110,,,,,,,,,307
10,Goodwill Blanco North,Fabletics Powerhold Floral 7/8 Leggings Purple Blue Pink S,B0627,$4.50 ,$4.87 ,10/20/2021,202110,,,,,,,,,307
8,Goodwill Blanco North,Easel Embroidered Boho Flowy Blouse M,B0628,$2.65 ,$2.87 ,10/20/2021,202110,,,,,,,,,307
,Goodwill Blanco North,MPG Running Shorts Dark Green XS,B0629,$4.50 ,$4.87 ,Wearing,,,,,,,,,,
8,Goodwill Blanco North,Alice + Olivia Classic Black Blouse Rhinestone Embellished Sleeve Wrist M,B0630,$4.50 ,$4.87 ,10/20/2021,202110,,,,,,,,,307
10,Goodwill Blanco North,AEO Bermuda Cut Off Shorts Kick Boot Size 2,B0631,$2.65 ,$2.87 ,10/20/2021,202110,,,,,,,,,307
,Texas Thrift Store,Zara Black Button Down Blouse XS,B0632,$9.98 ,$10.80 ,Wearing,,,,,,,,,,
8,Texas Thrift Store,Sanctuary Boho Aztec Blouse Tank Top M,B0633,$3.98 ,$4.33 ,10/20/2021,202110,,,,,,,,,307
8,Texas Thrift Store,MinkPink Boho Hippie Azetez Floral Tunic XS,B0634,$5.59 ,$6.05 ,10/20/2021,202110,,,,,,,,,307
8,Texas Thrift Store,Umgee Maroon Knit Sweater Lace Trim S,B0635,$3.49 ,$3.77 ,10/20/2021,202110,,,,,,,,,307
,Texas Thrift Store,Umgee Floral Tunic Top Boho L,B0636,$5.59 ,$6.05 ,Repairing,,,,,,,,,,
,Texas Thrift Store,Shein Knit Cardigan Floral Color Block Sleeves S,B0637,$3.99 ,$4.32 ,Wearing,,,,,,,,,,
8,Texas Thrift Store,Lumiere Black White Abstract Stripe Sweater Crop S,B0638,$2.99 ,$3.24 ,10/20/2021,202110,,,,,,,,,307
8,Texas Thrift Store,Entro Waffle Knit Blouse V-Neck Embroidered Floral M,B0639,$2.99 ,$3.24 ,10/20/2021,202110,,,,,,,,,307
8,Texas Thrift Store,We The Free People Natasha Ruffle Top Ruched Long Sleeves M,B0640,$3.49 ,$3.78 ,10/20/2021,202110,,,,,,,,,307
8,Texas Thrift Store,AEO Floral Sleeveless Blouse Tank Top M,B0641,$1.99 ,$2.15 ,10/20/2021,202110,,,,,,,,,307
8,Texas Thrift Store,AEO Knit Metallic Cream Tank Boho S,B0642,$4.98 ,$5.39 ,10/20/2021,202110,,,,,,,,,307
8,Texas Thrift Store,The Limited Abstract Print Blouse L,B0643,$4.98 ,$5.39 ,10/20/2021,202110,,,,,,,,,307
7,Texas Thrift Store,Madewell Cropped Balloon Sleeve Top Charcoal Grey XS,B0644,$7.98 ,$8.64 ,10/27/2021,202110,,,,,,,,,300
,Texas Thrift Store,Cabi The Flirt Ruffled Cardigan Sweater 3/4 Sleeve #276 S,B0645,$4.98 ,$5.39 ,Wearing,,,,,,,,,,
,Texas Thrift Store,Altar'd State Waffle Knit Long Sleeve Tie Crop Button Down Top S,B0646,$4.98 ,$5.39 ,Wearing,,,,,,,,,,
8,Texas Thrift Store,HOUNT Good Vibes Graphic Boho Rainbow Tank L,B0647,$3.98 ,$4.31 ,10/20/2021,202110,,,,,,,,,307
Wearing,Goodwill Austin Hwy,AEO High Waist 7/8 Grey Legging S,B0648,$4.50 ,$4.87 ,Wearing,,,,,,,,,,
Wearing,Goodwill Austin Hwy,AEO Velvet Purple Dress V Neck Short Sleeve Mini Wrap XS,B0649,$7.22 ,$7.82 ,Wearing,,,,,,,,,,
Wearing,Goodwill Austin Hwy,Zara Knit Striped Turtleneck Sweater L,B0650,$4.50 ,$4.87 ,Wearing,,,,,,,,,,
,Goodwill Austin Hwy,Brown tassel festival boho hippie crossbody purse,B0651,$5.52 ,$5.98 ,,,,,,,,,,,
,Goodwill Austin Hwy,Joie Womens Canvas Vivienne Tan Beige Fringed Espadrilles Flats 36 / 6,B0652,$5.25 ,$5.68 ,,,,,,,,,,,
,Goodwill Austin Hwy,Zara Basic Black Tunic Long Sleeve Button Down Roll Tab Cinched Waist L,B0653,$4.50 ,$4.87 ,,,,,,,,,,,
7,Goodwill Austin Hwy,AEO Waffle Knit Long Sleeve Oversized Top Crew Neck High Low Hem Fall Yellow/Gold M,B0654,$4.50 ,$4.87 ,10/27/2021,202110,Poshmark,$25.00 ,$5.00 ,$2.46 ,$17.54 ,$12.67 ,10/29/2021,202110,2
11,Goodwill Austin Hwy,Altar'd State Lace Off Shoulder Bell Sleeve Boho Light Blush Dress S,B0655,$7.22 ,$7.82 ,10/27/2021,202110,,,,,,,,,300
7,Goodwill Austin Hwy,Melloday Floral Boho Ruffle Long Sleeve Blouse M,B0656,$4.50 ,$4.87 ,10/27/2021,202110,,,,,,,,,300
7,Goodwill Austin Hwy,Lucky Brand Ribbed Black Semi Sheer Long Sleeve Turtleneck Knit Sweater L,B0657,$2.80 ,$3.03 ,10/27/2021,202110,,,,,,,,,300
7,Goodwill Austin Hwy,AEO Soft & Sexy Tie Dye Long Sleeve Top M,B0658,$2.65 ,$2.87 ,10/27/2021,202110,,,,,,,,,300
,Goodwill Austin Hwy,The North Face Teal Logo Hoodie XL,B0659,$4.50 ,$4.87 ,Repairing,,,,,,,,,,
7,Goodwill Austin Hwy,Cupcakes & Cashmere Anthro Boho Floral Sleeveless Blouse S,B0660,$4.50 ,$4.87 ,10/27/2021,202110,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$11.13 ,11/3/2021,202111,7
7,Goodwill Austin Hwy,Pins and Needles Urban Outfitters Cut out Floral Embroidered semi sheer light blush blouse S,B0661,$4.50 ,$4.87 ,10/27/2021,202110,,,,,,,,,300
14,Goodwill Austin Hwy,AEO Long Sleeve Boho Ruffle Deep V Neck Romper S,B0662,$7.22 ,$7.82 ,10/27/2021,202110,,,,,,,,,300
11,Goodwill Austin Hwy,Altar'd State Paisley Long Sleeve Shift Dress L,B0663,$7.22 ,$7.82 ,10/27/2021,202110,,,,,,,,,300
7,Goodwill Austin Hwy,Anthro Maeve Dottie Ruffled Polka Dot Tank 4,B0664,$4.50 ,$4.87 ,10/27/2021,202110,,,,,,,,,300
,Goodwill Austin Hwy,Torrid Sage Green Roll tab sleeve V Neck Blouse Plus Sized,B0665,$2.65 ,$2.87 ,,,,,,,,,,,
,Goodwill Austin Hwy,Asos Red Tiered High/Low Flowy Midi Dress 4,B0666,$7.22 ,$7.82 ,,,,,,,,,,,
11,Goodwill Austin Hwy,Anthro Hazel Bodycon Lace Scoop Neck Midi Dress S,B0667,$4.25 ,$4.60 ,10/27/2021,202110,,,,,,,,,300
11,Goodwill Austin Hwy,Anthro Hazel Maxi Embroidered Lace Pleated Skirt Boho Sleeveless Dress S,B0668,$7.22 ,$7.82 ,10/27/2021,202110,,,,,,,,,300
11,Goodwill Austin Hwy,Miami Francesca's Collections Midi Long Sleeve Bodycon V-neck Dress S,B0669,$7.22 ,$7.82 ,10/27/2021,202110,,,,,,,,,300
,Goodwill Austin Hwy,Tahari 100% Linen Dress Sleeveless Pockets Scalloped V-neck Tie 4,B0670,$4.25 ,$4.60 ,,,,,,,,,,,
11,Goodwill Austin Hwy,Tahari Lace Shift T Shirt Dress Cut Out M,B0671,$4.25 ,$4.60 ,10/27/2021,202110,,,,,,,,,300
,Goodwill Austin Hwy,Show Me Your Mumu NWT Caitlin Ruffle Maxi Dress M,B0672,$7.22 ,$7.82 ,,,,,,,,,,,
,Goodwill Austin Hwy,Madewell High Riser Skinny Jeans 28,B0673,$7.22 ,$7.82 ,,,,,,,,,,,
,Goodwill Austin Hwy,Anthropologie The Wanderer Utility Khaki Shorts 26,B0674,$4.25 ,$4.60 ,,,,,,,,,,,
,Goodwill Austin Hwy,Anthro Pilcro and the Letterpress Slim Boyfriend Denim Embroidered Floral Shorts 29,B0675,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Austin Hwy,Anthro Saturday Sunday Almeria Hooded Cowl Knit Sweater S,B0676,$4.50 ,$4.88 ,,,,,,,,,,,
,Goodwill Bins N ATX,Black Faux Leather Asymatrical Clutch Purse,B0677,$0.99 ,$1.08 ,,,,,,,,,,,
,Goodwill Bins N ATX,AEO Distressed cut-off Denim Shorts 2,B0678,$0.99 ,$1.08 ,,,,,,,,,,,
,Goodwill Bins N ATX,Universal Thread High Rise Shortie Denim cut-off Button Fly 6/28R,B0679,$0.99 ,$1.08 ,,,,,,,,,,,
5,Goodwill Bins N ATX,Francesca's Collections Alya Embroidered Floral Blouse L,B0680,$0.99 ,$1.08 ,12/20/2021,202112,,,,,,,,,246
12,Goodwill Bins N ATX,Francesca's Collections Miami Shift Dress Long Sleeve Paisley Boho V-Neck L,B0681,$0.99 ,$1.08 ,12/20/2021,202112,,,,,,,,,246
13,Goodwill Bins N ATX,RYU Boho Crochet Lace Floral Hippie Gypsy Shift Dress M,B0682,$0.99 ,$1.08 ,11/12/2021,202111,,,,,,,,,284
,Goodwill Bins N ATX,PacSun Mom Jean High Raise Destroyed Denim Button Fly 25,B0683,$0.99 ,$1.08 ,,,,,,,,,,,
,Goodwill Bins N ATX,Free People Lace Sugar Magnolia White Mini Skirt S,B0684,$0.99 ,$1.08 ,,,,,,,,,,,
,Goodwill Bins N ATX,GB Floral Ruffle Palazzo Pants Boho Gypsy Festival Beachwear L,B0685,$0.99 ,$1.08 ,,,,,,,,,,,
,Goodwill Bins N ATX,Nike Dri Fit Pink Running Shorts S,B0686,$0.99 ,$1.08 ,Washing,,,,,,,,,,
,Goodwill Bins N ATX,Under Armour Heat Gear Compression Capri Pink Breast Cancer L,B0687,$0.99 ,$1.08 ,Washing,,,,,,,,,,
13,Goodwill Bins N ATX, Anthtro A'reve NWT Boho Lace Long Sleeve Dress Fall Gold M,B0688,$0.99 ,$1.08 ,11/12/2021,202111,,,,,,,,,284
,Goodwill South Lamar ATX,Wooden Wine Box,B0689,$2.99 ,$3.24 ,Defective,,Defective,$0.00 ,$0.00 ,$0.00 ,($2.99),($3.24),11/1/2021,202111,
,Goodwill South Lamar ATX,Wooden Wine Box,B0690,$2.99 ,$3.24 ,Defective,,Defective,$0.00 ,$0.00 ,$0.00 ,($2.99),($3.24),11/1/2021,202111,
,Goodwill South Lamar ATX,Ann Taylor LOFT Black and Pink Stripe Wrap Dress,B0691,$14.99 ,$16.23 ,Wearing,,,,,,,,,,
14,Goodwill South Lamar ATX,Zara Basic Floral Black Jumpsuit Tie Belt Deep V-Neck Open Back XS,B0692,$14.99 ,$16.23 ,11/12/2021,202111,,,,,,,,,284
13,Goodwill South Lamar ATX,Maeve Anthro Vero Silk Shift Kimono Dress 100% Silk S,B0693,$16.99 ,$18.39 ,11/12/2021,202111,,,,,,,,,284
13,Goodwill South Lamar ATX,Show Me Your MuMu Ibiza Fiesta Stripe Dress XS,B0694,$12.99 ,$14.06 ,11/12/2021,202111,,,,,,,,,284
13,Goodwill South Lamar ATX,Free People Blue Knit Embroidered Sweater Swing Dress Tunic Bell Sleeve Cold Shoulder S,B0695,$11.99 ,$12.98 ,11/12/2021,202111,,,,,,,,,284
13,Goodwill South Lamar ATX,Alice + Olivia Red Crew Neck Form Fitting Mini Dress Long Sleeve Red 2,B0696,$16.99 ,$18.39 ,11/12/2021,202111,,,,,,,,,284
,Goodwill South Lamar ATX,Citizens of Humanity COH Emannuelle Slim Boot 26,B0697,$17.99 ,$19.47 ,,,,,,,,,,,
13,Goodwill South Lamar ATX,Lilly Pulitzer Sloane Midi Dress Exotic Garden XXS,B0698,$16.99 ,$18.39 ,11/12/2021,202111,,,,,,,,,284
4,Goodwill South Lamar ATX,Madewell Boxy Button-Back Top in Gingham Check XS,B0699,$9.99 ,$10.81 ,11/12/2021,202111,Poshmark,$29.00 ,$5.80 ,$0.00 ,$23.20 ,$12.39 ,11/19/2021,202111,7
,Goodwill South Lamar ATX,Lululemon Pack It Up Jacket Smoky Blush 12,B0700,$24.99 ,$27.05 ,,,,,,,,,,,
13,Goodwill South Lamar ATX,Anthro Maeve Pakpao Maxi Floral Dress 0,B0701,$24.99 ,$27.05 ,11/12/2021,202111,,,,,,,,,284
4,Goodwill South Lamar ATX,ASTR The Label Ruffle Embroidered Deep V Neck Elastic Waist Blouse S,B0702,$9.99 ,$10.81 ,11/12/2021,202111,Poshmark,$25.00 ,$5.00 ,$0.00 ,$20.00 ,$9.19 ,12/27/2021,202112,45
4,Goodwill South Lamar ATX,Vince Chunky Knit Boucle Long-Sleeve Sweater S,B0703,$9.99 ,$10.81 ,11/12/2021,202111,,,,,,,,,284
4,Goodwill South Lamar ATX,Anthro Deletta Sirpo Red Bell Sleeve Faux Wrap V-Neck Burnout Blouse S,B0704,$9.99 ,$10.81 ,11/12/2021,202111,,,,,,,,,284
,Goodwill South Lamar ATX,Maeve Anthro Eva Wrap Maroon Blouse 8,B0705,$11.99 ,$12.98 ,,,,,,,,,,,
4,Goodwill South Lamar ATX,Anthro Deletta White Lace Panel Top Blouse S,B0706,$7.99 ,$8.65 ,11/12/2021,202111,,,,,,,,,284
,Goodwill South Lamar ATX,Cloth & Stone Summersong Chambray Sleeveless Top XS,B0707,$4.99 ,$5.40 ,,,,,,,,,,,
4,Goodwill South Lamar ATX,Anthro Tiny NWT Gardenia Lace Front Top White S,B0708,$14.99 ,$16.23 ,11/12/2021,202111,,,,,,,,,284
,Goodwill South Lamar ATX,Anthropologie Weekend Bicycle T-Shirt S,B0709,$9.99 ,$10.81 ,,,,,,,,,,,
,Goodwill South Lamar ATX,Madewell Scatter Block Tassel Shift Dress NWT S,B0710,$16.99 ,$18.39 ,,,,,,,,,,,
13,Goodwill South Lamar ATX,Show Me Your MuMu Em Olive Green & Cream Swing Dress Medallion S,B0711,$12.99 ,$14.06 ,11/12/2021,202111,,,,,,,,,284
,Goodwill South Lamar ATX,Faithfull the Brand Supreme Orange Bermuda Dress Wrap S,B0712,$14.99 ,$16.23 ,,,,,,,,,,,
13,Goodwill South Lamar ATX,Madewell Pleated Floral Mini Dress Sleeveless 4,B0713,$14.99 ,$16.23 ,11/12/2021,202111,,,,,,,,,284
,Goodwill South Lamar ATX,Anthro Uncle Frank Southwestern Aztec Dress XS,B0714,$12.99 ,$14.04 ,11/12/2021,202111,,,,,,,,,284
,Clothes Mentor Selma,Brown belt,B0715,$6.00 ,$6.50 ,Wearing,,,,,,,,,,
,Clothes Mentor Selma,Brown belt,B0716,$6.00 ,$6.50 ,Wearing,,,,,,,,,,
,Clothes Mentor Selma,Cynthia Rowely Black Bell Sleeve Morino Wool Sweater ,B0717,$14.00 ,$15.16 ,Wearing,,,,,,,,,,
,Clothes Mentor Selma,Reebok Long Sleeve Running Shirt Grey,B0718,$14.00 ,$15.16 ,Wearing,,,,,,,,,,
,Clothes Mentor Selma,Blue Athletic Quarter Zip Pullover,B0719,$13.00 ,$14.07 ,Wearing,,,,,,,,,,
,Clothes Mentor Selma,Old Navy Purple Athletic Quarter Zip Pullover,B0720,$10.00 ,$10.83 ,Wearing,,,,,,,,,,
5,Clothes Mentor Selma,Entro Boho Tunic Topic Lace Crochet 3/4 Sleeves S,B0721,$5.50 ,$5.95 ,12/19/2021,202112,,,,,,,,,247
,Clothes Mentor Selma,ModCloth White Sleeveless Blouse Tank XXS,B0722,$4.50 ,$4.87 ,,,,,,,,,,,
,Clothes Mentor Selma,Dip Black Tank XS,B0723,$2.00 ,$2.17 ,Wearing,,,,,,,,,,
5,Clothes Mentor Selma,Violet + Claire Floral Boho Bell Sleeve Top L,B0724,$4.50 ,$4.87 ,12/19/2021,202112,,,,,,,,,247
5,Clothes Mentor Selma,Umgee Boho Embroidered Floral Maroon Tunic Top NWT M,B0725,$6.50 ,$7.04 ,12/19/2021,202112,,,,,,,,,247
5,Clothes Mentor Selma,Entro Boho Tassel Hippie Blouse S,B0726,$5.50 ,$5.95 ,12/20/2021,202112,,,,,,,,,246
5,Clothes Mentor Selma,The North Face NWT Striped Tank XS,B0727,$6.50 ,$7.04 ,12/19/2021,202112,,,,,,,,,247
5,Clothes Mentor Selma,The Limited Blush Peplum Top XS,B0728,$4.50 ,$4.87 ,12/19/2021,202112,,,,,,,,,247
5,Clothes Mentor Selma,Philosophy Sheer Floral Long Sleeve Blouse S,B0729,$5.50 ,$5.95 ,12/18/2021,202112,,,,,,,,,248
5,Clothes Mentor Selma,She + Sky Faux Denim Burnout Long Sleeve Blouse L,B0730,$5.50 ,$5.95 ,12/18/2021,202112,,,,,,,,,248
,Clothes Mentor Selma,Reebok Logo Tank Cut Out Back M,B0731,$10.00 ,$10.83 ,Wearing,,,,,,,,,,
1,Clothes Mentor Selma,Altar'd State Knit High Low Sweater Crew Neck M,B0732,$7.00 ,$7.58 ,12/18/2021,202112,,,,,,,,,248
1,Clothes Mentor Selma,Free People Down By The Bay Boho Oversized Mixed Floral Print Tunic XS,B0733,$7.00 ,$7.58 ,12/16/2021,202112,,,,,,,,,250
1,Clothes Mentor Selma,Free People Tunic Top Blouse Plaid Pockets 0,B0734,$7.00 ,$7.58 ,12/18/2021,202112,,,,,,,,,248
5,Clothes Mentor Selma,Cabi Merrow Edge Floral Tank Blouse Orange #268 S ,B0735,$4.50 ,$4.87 ,12/20/2021,202112,,,,,,,,,246
5,Clothes Mentor Selma,Express Printed V Neck Blouse XS,B0736,$5.00 ,$5.41 ,12/18/2021,202112,,,,,,,,,248
,Clothes Mentor Selma,Pilcro and the Letterpress Anthro Juni Ruffled Denim Button Down Shirt XSP,B0737,$7.00 ,$7.58 ,12/17/2021,202112,,,,,,,,,249
5,Clothes Mentor Selma,Fabletics Bishop Tank Draped XS,B0738,$6.00 ,$6.50 ,12/16/2021,202112,,,,,,,,,250
,Clothes Mentor Selma,Reebok Racerback Heathered Grey Tank XS,B0739,$5.00 ,$5.41 ,Wearing,,,,,,,,,,
,Clothes Mentor Selma,Adidas Climalite High Waist 7/8 Heathered Grey Legging S,B0740,$7.00 ,$7.58 ,Wearing,,,,,,,,,,
,Clothes Mentor Selma,Zella High Waist Capri Legging Heathered Grey S,B0741,$6.00 ,$6.50 ,Wearing,,,,,,,,,,
,Clothes Mentor Selma,COH by Jerome Dahan 27 Black High Waist Straight Leg Jeans,B0742,$9.00 ,$9.74 ,,,,,,,,,,,
5,Clothes Mentor Selma,Akemi + Kin Anthropologie NWT Cream Embroidered Merewen Peasant Blouse L,B0743,$9.00 ,$9.74 ,12/16/2021,202112,,,,,,,,,250
