Bin#,Source,SKU,Item,Base Price,COGS,Date Listed,Year Month Listed,Platform Sold,Gross Sales,Platform Fee,Shipping,Gross Profit,Net Profit,Date Sold,Year Month Sold,Age of Listing
8,Texas Thrift Store,B0560,Cabi Side Out Tank 5394 Striped Tunic Tank S,$2.49 ,$2.70 ,10/20/2021,202110,,,,,,,,,307
8,Texas Thrift Store,B0561,Marc by Marc Jacobs Silk Blend Tank Blouse Top Pleated Polka Dot 0,$2.99 ,$3.24 ,10/18/2021,202110,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$12.76 ,3/12/2022,20223,145
8,Texas Thrift Store,B0563,Umgee Knit Sweater Crochet Lace 3/4 Sleeve Plus Size 1X,$1.99 ,$2.15 ,10/18/2021,202110,Poshmark,$22.00 ,$4.40 ,$0.00 ,$17.60 ,$15.45 ,5/21/2022,20225,215
8,Texas Thrift Store,B0564,Papaya Embroidered Floral Abstract Tank M,$1.49 ,$1.61 ,10/18/2021,202110,,,,,,,,,309
8,Texas Thrift Store,B0566,BCBGeneration Floral Bell Long Sleeve Boho Hippie Gypsy Blouse Top S,$2.99 ,$3.24 ,10/18/2021,202110,,,,,,,,,309
8,Texas Thrift Store,B0567,Lucky Brand White Tank Semi-Sheer Back M,$1.45 ,$1.57 ,10/18/2021,202110,,,,,,,,,309
8,Texas Thrift Store,B0568,Torrid Button Down Pineapple Hawaiian Beach Shirt 2 Plus Size,$2.49 ,$2.70 ,10/18/2021,202110,Poshmark,$25.00 ,$5.00 ,$2.46 ,$17.54 ,$14.84 ,1/18/2022,20221,92
8,Texas Thrift Store,B0569,Torrid Bow Print Black Blouse Top Short Sleeve 2 Plus Size,$2.99 ,$3.24 ,10/18/2021,202110,,,,,,,,,309
8,Texas Thrift Store,B0570,Eyeshadow Boho Crop Top Crochet Lace Plus Size 1X,$2.49 ,$2.70 ,10/18/2021,202110,,,,,,,,,309
8,Texas Thrift Store,B0571,J. Jill Linen White Blouse Crew Neck Sleeveless Tank L,$2.49 ,$2.70 ,10/18/2021,202110,Poshmark,$22.00 ,$4.40 ,$1.72 ,$15.88 ,$13.18 ,3/25/2022,20223,158
8,Texas Thrift Store,B0572,Charming Charlie NWT Sleeveless Black/Cream Blouse XL,$3.49 ,$3.78 ,10/18/2021,202110,Poshmark,$13.00 ,$2.95 ,$2.46 ,$7.59 ,$3.81 ,1/1/2022,20221,75
8,Texas Thrift Store,B0573,Express NWT Black Lace Peplum Sleeveless Blouse Top Tank M,$4.99 ,$5.40 ,10/18/2021,202110,Poshmark,$27.00 ,$5.40 ,$1.72 ,$19.88 ,$14.48 ,3/20/2022,20223,153
8,Texas Thrift Store,B0574,Torrid Red 3/4 Sleeve Button Down Red Blouse Plus Size 2,$3.49 ,$3.78 ,10/20/2021,202110,,,,,,,,,307
8,Texas Thrift Store,B0575,Finn & Grace Boho Floral Pillowcase Blouse M,$1.99 ,$2.15 ,10/18/2021,202110,,,,,,,,,309
12,Texas Thrift Store,B0576,Skies Are Blue Stitch Fix Embroidered Tunic Dress S,$2.49 ,$2.70 ,10/20/2021,202110,,,,,,,,,307
8,Texas Thrift Store,B0577,Philosophy Black Lace Blouse Plus Size 2XL XXL,$2.49 ,$2.70 ,10/18/2021,202110,Poshmark,$30.00 ,$6.00 ,$0.00 ,$24.00 ,$21.30 ,6/5/2022,20226,230
8,Texas Thrift Store,B0578,Skies Are Blue Stitch Fix Embroidered V-Neck Tank Top L,$1.49 ,$1.61 ,10/18/2021,202110,Poshmark,$17.50 ,$3.50 ,$0.00 ,$14.00 ,$12.39 ,5/5/2022,20225,199
8,Texas Thrift Store,B0579,Livi Active Red Black Long Sleeve Top Plus Size 18/20,$3.49 ,$3.78 ,10/18/2021,202110,,,,,,,,,309
14,Texas Thrift Store,B0580,BCBGMaxAzria Pin Stripe Romper 3/4 Sleeve S,$3.99 ,$4.32 ,10/18/2021,202110,Poshmark,$29.00 ,$5.80 ,$0.00 ,$23.20 ,$18.88 ,1/23/2022,20221,97
8,Texas Thrift Store,B0581,Boutique Animal Print Stripe Long Sleeve Knit Sweater Blouse Plus Size 2XL,$2.99 ,$3.24 ,10/18/2021,202110,,,,,,,,,309
13,Texas Thrift Store,B0584,Lucky Brand Strapless Maxi Dress Boho Hippie Gypsy Paisley M,$3.99 ,$3.30 ,10/18/2021,202110,,,,,,,,,309
13,Texas Thrift Store,B0585,AEO Patchwork Boho Floral Bell Sleeve Long Sleeve Hippie Gypsy Dress M,$0.00 ,$0.00 ,10/18/2021,202110,,,,,,,,,309
8,Texas Thrift Store,B0586,Torrid Striped V Neck T Shirt Plus Size 00,$0.00 ,$0.00 ,10/18/2021,202110,,,,,,,,,309
8,Garage Sale,B0592,J. Jill Dolman Batwing Sleeve Blouse Cowl Neck Heathered Purple 3/4 Sleeves L,$1.33 ,$1.33 ,10/18/2021,202110,,,,,,,,,309
14,Goodwill Columbia MO,B0594,Band of Gypsies B.O.G. Collective Houndstooth Jumpsuit S,$7.00 ,$7.00 ,10/18/2021,,,,,,,,,,
13,Goodwill Columbia MO,B0595,Altar'd State Chambray mini shift dress ruffle top faux sleeveless pockets S,$1.25 ,$1.25 ,10/18/2021,202110,,,,,,,,,309
13,Goodwill Columbia MO,B0596,Lulu's Bodycon twist mini dress black XS,$0.00 ,$0.00 ,10/18/2021,202110,,,,,,,,,309
14,Goodwill Columbia MO,B0597,Urban Outfitters UO Gold Metallic Romper L,$7.00 ,$7.00 ,10/18/2021,202110,,,,,,,,,309
14,Goodwill Columbia MO,B0598,AEO Boho Hippie Gypsy Bell Sleeve Long Sleeve Romper S,$5.00 ,$5.00 ,10/18/2021,202110,,,,,,,,,309
12,Goodwill Columbia MO,B0599,Anthro Philosophy Floral Lace Embroidered Long Sleeve Dress S Petite,$5.00 ,$5.00 ,6/22/2022,20226,,,,,,,,,62
13,Goodwill Columbia MO,B0600,Postage Stamp Anthro Sleeveless Colorblock Shirt Dress 10,$5.00 ,$5.00 ,10/18/2021,202110,,,,,,,,,309
14,Goodwill Columbia MO,B0602,Urban Outfitters UO Moonstruck Surplice Mustard Floral Romper Boho Hippie Gypsy M,$5.00 ,$5.00 ,10/15/2021,202110,,,,,,,,,312
13,Goodwill Columbia MO,B0604,TopShop Black Open Back Zipper Accent Black Mini Dress 4,$5.00 ,$5.00 ,10/18/2021,202110,,,,,,,,,309
14,Goodwill Columbia MO,B0605,Lulu's Milos Deep V Plunge Black Romper Halter Open Back M,$5.00 ,$5.00 ,10/18/2021,202110,Poshmark,$11.67 ,$2.33 ,$0.82 ,$8.51 ,$3.51 ,1/16/2022,20221,90
14,Goodwill Columbia MO,B0606,AEO Boho Hippie Romper S,$5.00 ,$5.00 ,10/18/2021,202110,,,,,,,,,309
14,Goodwill Columbia MO,B0607,asos animal print maxi bodycon short sleeve 4,$5.00 ,$5.00 ,10/18/2021,202110,,,,,,,,,309
14,Goodwill Columbia MO,B0608,Lulu's strapless royal blue mini dress XS/S,$5.00 ,$5.00 ,10/18/2021,202110,,,,,,,,,309
14,Goodwill Columbia MO,B0609,Show Me Your Mumu Maroon Lace Tunic Dress XS,$5.00 ,$5.00 ,10/18/2021,202110,,,,,,,,,309
N/A,Goodwill Columbia MO,B0610,Chelsea & Violet Calf Hair Animal Print Loafers 6.5M,$8.00 ,$8.00 ,10/17/2021,202110,,,,,,,,,310
WEARING,Clothes Mentor Selma,B0611,Madewell High Riser Skinny Jeans 26,$23.00 ,$24.90 ,WEARING,,,,,,,,,,
WEARING,Clothes Mentor Selma,B0612,AEO Super Stretch X Jegging Jeans Skinny High Waist Medium Wash 6,$14.00 ,$15.16 ,WEARING,,,,,,,,,,
WEARING,Clothes Mentor Selma,B0613,Joe's Jeans Dark Wash Skinny High Waist 27,$23.00 ,$24.90 ,WEARING,,,,,,,,,,
WEARING,Goodwill Cibolo,B0614,Black Faux Leather Backpack Purse,$6.37 ,$6.90 ,WEARING,,,,,,,,,,
N/A,Goodwill Cibolo,B0615,Brooks Women's Running Shoe Launch 5 9.5,$12.74 ,$13.79 ,10/17/2021,202110,,,,,,,,,310
N/A,Goodwill Cibolo,B0617,Lucky Brand Laretah Block Heel Bootie Peep Toe 9,$8.92 ,$9.66 ,10/17/2021,202110,Poshmark,$44.00 ,$8.80 ,$0.00 ,$35.20 ,$25.54 ,2/26/2022,20222,132
10-Sep,Goodwill Cibolo,B0619,Umbro Sweat Pants S,$4.50 ,$4.87 ,10/17/2021,202110,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$7.13 ,6/13/2022,20226,239
,Goodwill Cibolo,B0620,Nike Dri Fit Crop Legging Running Pant Black M,$4.50 ,$4.87 ,Unlisted,,,,,,,,,,
,Goodwill Cibolo,B0621,AEO Super Super Stretch Denim Short Raw Hem 2,$2.65 ,$2.87 ,Unlisted,,,,,,,,,,
14,Goodwill Cibolo,B0622,Earthbound Trading Co. Boho Hippie Long Sleeve Tie Dye Romper M,$4.25 ,$4.60 ,10/18/2021,202110,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$11.40 ,5/1/2022,20225,195
14,Goodwill Cibolo,B0623,Madewell Button-Front Cami Dress in Island Magnolias S,$4.25 ,$4.60 ,10/15/2021,202110,Poshmark,$38.00 ,$7.60 ,$0.00 ,$30.40 ,$25.80 ,8/6/2022,20228,295
N/A,Closet,B0625,FAB SKIN LAB RETINOL SERUM 0.25% PURE CONCENTRATE,$0.00 ,$14.40 ,10/17/2021,202110,Poshmark,$18.00 ,$3.60 ,$0.00 ,$14.40 ,$0.00 ,2/26/2022,20222,132
Hanging,Goodwill Blanco North,B0626,AEO Tropical Rain Jacket XS,$4.50 ,$4.87 ,10/20/2021,202110,,,,,,,,,307
10,Goodwill Blanco North,B0627,Fabletics Powerhold Floral 7/8 Leggings Purple Blue Pink S,$4.50 ,$4.87 ,10/20/2021,202110,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$11.13 ,4/24/2022,20224,186
8,Goodwill Blanco North,B0628,Entro Waffle Knit Blouse V-Neck Embroidered Floral M,$2.65 ,$2.87 ,10/20/2021,202110,Poshmark,$17.50 ,$3.50 ,$1.34 ,$12.66 ,$9.79 ,3/13/2022,20223,144
WEARING,Goodwill Blanco North,B0629,MPG Running Shorts Dark Green XS,$4.50 ,$4.87 ,Wearing,,,,,,,,,,
8,Goodwill Blanco North,B0630,Alice + Olivia Classic Black Blouse Rhinestone Embellished Sleeve Wrist M,$4.50 ,$4.87 ,10/20/2021,202110,,,,,,,,,307
10,Goodwill Blanco North,B0631,AEO Bermuda Cut Off Shorts Kick Boot Size 2,$2.65 ,$2.87 ,10/20/2021,202110,,,,,,,,,307
WEARING,Texas Thrift Store,B0632,Zara Black Button Down Blouse XS,$9.98 ,$10.80 ,Wearing,,,,,,,,,,
8,Texas Thrift Store,B0633,Sanctuary Boho Aztec Blouse Tank Top M,$3.98 ,$4.33 ,10/20/2021,202110,,,,,,,,,307
8,Texas Thrift Store,B0634,MinkPink Boho Hippie Azetez Floral Tunic XS,$5.59 ,$6.05 ,10/20/2021,202110,,,,,,,,,307
8,Texas Thrift Store,B0635,Umgee Maroon Knit Sweater Lace Trim S,$3.49 ,$3.77 ,10/20/2021,202110,,,,,,,,,307
,Texas Thrift Store,B0636,Umgee Floral Tunic Top Boho L,$5.59 ,$6.05 ,Repairing,,,,,,,,,,
,Texas Thrift Store,B0637,Shein Knit Cardigan Floral Color Block Sleeves S,$3.99 ,$4.32 ,Donated,,Donated,,,,,,5/23/2022,20225,
8,Texas Thrift Store,B0638,Lumiere Black White Abstract Stripe Sweater Crop S,$2.99 ,$3.24 ,10/20/2021,202110,,,,,,,,,307
8,Texas Thrift Store,B0639,Easel Embroidered Boho Flowy Blouse M,$2.99 ,$3.24 ,10/20/2021,202110,,,,,,,,,307
8,Texas Thrift Store,B0640,We The Free People Natasha Ruffle Top Ruched Long Sleeves M,$3.49 ,$3.78 ,10/20/2021,202110,,,,,,,,,307
8,Texas Thrift Store,B0641,AEO Floral Sleeveless Blouse Tank Top M,$1.99 ,$2.15 ,10/20/2021,202110,,,,,,,,,307
8,Texas Thrift Store,B0642,AEO Knit Metallic Cream Tank Boho S,$4.98 ,$5.39 ,10/20/2021,202110,Poshmark,$25.00 ,$5.00 ,$1.72 ,$18.28 ,$12.89 ,8/15/2022,20228,299
8,Texas Thrift Store,B0643,The Limited Abstract Print Blouse L,$4.98 ,$5.39 ,10/20/2021,202110,,,,,,,,,307
7,Texas Thrift Store,B0644,Madewell Cropped Balloon Sleeve Top Charcoal Grey XS,$7.98 ,$8.64 ,10/27/2021,202110,,,,,,,,,300
,Texas Thrift Store,B0645,Cabi The Flirt Ruffled Cardigan Sweater 3/4 Sleeve #276 S,$4.98 ,$5.39 ,,,,,,,,,,,
WEARING,Texas Thrift Store,B0646,Altar'd State Waffle Knit Long Sleeve Tie Crop Button Down Top S,$4.98 ,$5.39 ,Wearing,,,,,,,,,,
8,Texas Thrift Store,B0647,HOUNT Good Vibes Graphic Boho Rainbow Tank L,$3.98 ,$4.31 ,10/20/2021,202110,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$11.69 ,4/8/2022,20224,170
Wearing,Goodwill Austin Hwy,B0648,AEO High Waist 7/8 Grey Legging S,$4.50 ,$4.87 ,Wearing,,,,,,,,,,
Wearing,Goodwill Austin Hwy,B0649,AEO Velvet Purple Dress V Neck Short Sleeve Mini Wrap XS,$7.22 ,$7.82 ,Wearing,,,,,,,,,,
Wearing,Goodwill Austin Hwy,B0650,Zara Knit Striped Turtleneck Sweater L,$4.50 ,$4.87 ,Wearing,,,,,,,,,,
,Goodwill Austin Hwy,B0651,Brown tassel festival boho hippie crossbody purse,$5.52 ,$5.98 ,,,,,,,,,,,
,Goodwill Austin Hwy,B0652,Joie Womens Canvas Vivienne Tan Beige Fringed Espadrilles Flats 36 / 6,$5.25 ,$5.68 ,,,,,,,,,,,
13,Goodwill Austin Hwy,B0653,Zara Basic Black Tunic Long Sleeve Button Down Roll Tab Cinched Waist L,$4.50 ,$4.87 ,3/1/2022,20223,,,,,,,,,175
11,Goodwill Austin Hwy,B0655,Altar'd State Lace Off Shoulder Bell Sleeve Boho Light Blush Dress S,$7.22 ,$7.82 ,10/27/2021,202110,,,,,,,,,300
7,Goodwill Austin Hwy,B0656,Melloday Floral Boho Ruffle Long Sleeve Blouse M,$4.50 ,$4.87 ,10/27/2021,202110,,,,,,,,,300
7,Goodwill Austin Hwy,B0657,Lucky Brand Ribbed Black Semi Sheer Long Sleeve Turtleneck Knit Sweater L,$2.80 ,$3.03 ,10/27/2021,202110,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,$12.97 ,2/20/2022,20222,116
7,Goodwill Austin Hwy,B0658,AEO Soft & Sexy Tie Dye Long Sleeve Top M,$2.65 ,$2.87 ,10/27/2021,202110,Poshmark,$15.00 ,$3.00 ,$0.00 ,$12.00 ,$9.13 ,8/17/2022,20228,294
,Goodwill Austin Hwy,B0659,The North Face Teal Logo Hoodie XL,$4.50 ,$4.87 ,Repairing,,,,,,,,,,
7,Goodwill Austin Hwy,B0661,Pins and Needles Urban Outfitters Cut out Floral Embroidered semi sheer light blush blouse S,$4.50 ,$4.87 ,10/27/2021,202110,,,,,,,,,300
14,Goodwill Austin Hwy,B0662,AEO Long Sleeve Boho Ruffle Deep V Neck Romper S,$7.22 ,$7.82 ,10/27/2021,202110,,,,,,,,,300
11,Goodwill Austin Hwy,B0663,Altar'd State Paisley Long Sleeve Shift Dress L,$7.22 ,$7.82 ,10/27/2021,202110,,,,,,,,,300
7,Goodwill Austin Hwy,B0664,Anthro Maeve Dottie Ruffled Polka Dot Tank 4,$4.50 ,$4.87 ,10/27/2021,202110,Poshmark,$31.00 ,$6.20 ,$2.46 ,$22.34 ,$17.47 ,1/18/2022,20221,83
6,Goodwill Austin Hwy,B0665,Torrid Sage Green Roll tab sleeve V Neck Blouse Plus Sized,$2.65 ,$2.87 ,2/27/2022,20222,,,,,,,,,177
13,Goodwill Austin Hwy,B0666,Asos Red Tiered High/Low Flowy Midi Dress 4,$7.22 ,$7.82 ,3/1/2022,20223,,,,,,,,,175
11,Goodwill Austin Hwy,B0667,Anthro Hazel Bodycon Lace Scoop Neck Midi Dress S,$4.25 ,$4.60 ,10/27/2021,202110,,,,,,,,,300
11,Goodwill Austin Hwy,B0668,Anthro Hazel Maxi Embroidered Lace Pleated Skirt Boho Sleeveless Dress S,$7.22 ,$7.82 ,10/27/2021,202110,Poshmark,$24.50 ,$4.90 ,$1.34 ,$18.26 ,$10.44 ,5/22/2022,20225,207
11,Goodwill Austin Hwy,B0669,Miami Francesca's Collections Midi Long Sleeve Bodycon V-neck Dress S,$7.22 ,$7.82 ,10/27/2021,202110,,,,,,,,,300
Hanging,Goodwill Austin Hwy,B0670,Tahari 100% Linen Dress Sleeveless Pockets Scalloped V-neck Tie 4,$4.25 ,$4.60 ,3/1/2022,20223,,,,,,,,,175
11,Goodwill Austin Hwy,B0671,Tahari Lace Shift T Shirt Dress Cut Out M,$4.25 ,$4.60 ,10/27/2021,202110,Poshmark,$24.50 ,$4.90 ,$1.34 ,$18.26 ,$13.66 ,5/22/2022,20225,207
Hanging,Goodwill Austin Hwy,B0672,Show Me Your Mumu NWT Caitlin Ruffle Maxi Dress M,$7.22 ,$7.82 ,3/1/2022,20223,,,,,,,,,175
,Goodwill Austin Hwy,B0673,Madewell High Riser Skinny Jeans 28,$7.22 ,$7.82 ,,,,,,,,,,,
,Goodwill Austin Hwy,B0674,Anthropologie The Wanderer Utility Khaki Shorts 26,$4.25 ,$4.60 ,,,,,,,,,,,
,Goodwill Austin Hwy,B0675,Anthro Pilcro and the Letterpress Slim Boyfriend Denim Embroidered Floral Shorts 29,$4.50 ,$4.87 ,,,,,,,,,,,
,Goodwill Austin Hwy,B0676,Anthro Saturday Sunday Almeria Hooded Cowl Knit Sweater S,$4.50 ,$4.88 ,,,,,,,,,,,
,Goodwill Bins N ATX,B0677,Black Faux Leather Asymatrical Clutch Purse,$0.99 ,$1.08 ,,,,,,,,,,,
,Goodwill Bins N ATX,B0678,AEO Distressed cut-off Denim Shorts 2,$0.99 ,$1.08 ,,,,,,,,,,,
,Goodwill Bins N ATX,B0679,Universal Thread High Rise Shortie Denim cut-off Button Fly 6/28R,$0.99 ,$1.08 ,,,,,,,,,,,
5,Goodwill Bins N ATX,B0680,Francesca's Collections Alya Embroidered Floral Blouse L,$0.99 ,$1.08 ,12/20/2021,202112,,,,,,,,,246
12,Goodwill Bins N ATX,B0681,Francesca's Collections Miami Shift Dress Long Sleeve Paisley Boho V-Neck L,$0.99 ,$1.08 ,12/20/2021,202112,,,,,,,,,246
13,Goodwill Bins N ATX,B0682,RYU Boho Crochet Lace Floral Hippie Gypsy Shift Dress M,$0.99 ,$1.08 ,11/12/2021,202111,Poshmark,$24.00 ,$4.80 ,$1.28 ,$17.92 ,$16.84 ,4/28/2022,20224,167
,Goodwill Bins N ATX,B0683,PacSun Mom Jean High Raise Destroyed Denim Button Fly 25,$0.99 ,$1.08 ,,,,,,,,,,,
,Goodwill Bins N ATX,B0684,Free People Lace Sugar Magnolia White Mini Skirt S,$0.99 ,$1.08 ,,,,,,,,,,,
,Goodwill Bins N ATX,B0685,GB Floral Ruffle Palazzo Pants Boho Gypsy Festival Beachwear L,$0.99 ,$1.08 ,,,,,,,,,,,
,Goodwill Bins N ATX,B0686,Nike Dri Fit Pink Running Shorts S,$0.99 ,$1.08 ,Repairing,,,,,,,,,,
,Goodwill Bins N ATX,B0687,Under Armour Heat Gear Compression Capri Pink Breast Cancer L,$0.99 ,$1.08 ,Repairing,,,,,,,,,,
13,Goodwill Bins N ATX,B0688, Anthtro A'reve NWT Boho Lace Long Sleeve Dress Fall Gold M,$0.99 ,$1.08 ,11/12/2021,202111,,,,,,,,,284
WEARING,Goodwill South Lamar ATX,B0691,Ann Taylor LOFT Black and Pink Stripe Wrap Dress,$14.99 ,$16.23 ,Wearing,,,,,,,,,,
14,Goodwill South Lamar ATX,B0692,Zara Basic Floral Black Jumpsuit Tie Belt Deep V-Neck Open Back XS,$14.99 ,$16.23 ,11/12/2021,202111,Poshmark,$20.00 ,$4.00 ,$0.00 ,$16.00 ,($0.23),5/13/2022,20225,182
13,Goodwill South Lamar ATX,B0693,Maeve Anthro Vero Silk Shift Kimono Dress 100% Silk S,$16.99 ,$18.39 ,11/12/2021,202111,Poshmark,$30.00 ,$6.00 ,$1.72 ,$22.28 ,$3.89 ,5/14/2022,20225,183
13,Goodwill South Lamar ATX,B0694,Show Me Your MuMu Ibiza Fiesta Stripe Dress XS,$12.99 ,$14.06 ,11/12/2021,202111,,,,,,,,,284
13,Goodwill South Lamar ATX,B0695,Free People Blue Knit Embroidered Sweater Swing Dress Tunic Bell Sleeve Cold Shoulder S,$11.99 ,$12.98 ,11/12/2021,202111,,,,,,,,,284
13,Goodwill South Lamar ATX,B0696,Alice + Olivia Red Crew Neck Form Fitting Mini Dress Long Sleeve Red 2,$16.99 ,$18.39 ,11/12/2021,202111,,,,,,,,,284
,Goodwill South Lamar ATX,B0697,Citizens of Humanity COH Emannuelle Slim Boot 26,$17.99 ,$19.47 ,,,,,,,,,,,
13,Goodwill South Lamar ATX,B0698,Lilly Pulitzer Sloane Midi Dress Exotic Garden XXS,$16.99 ,$18.39 ,11/12/2021,202111,Poshmark,$80.00 ,$16.00 ,$0.00 ,$64.00 ,$45.61 ,6/21/2022,20226,221
,Goodwill South Lamar ATX,B0700,Lululemon Pack It Up Jacket Smoky Blush 12,$24.99 ,$27.05 ,,,,,,,,,,,
13,Goodwill South Lamar ATX,B0701,Anthro Maeve Pakpao Maxi Floral Dress 0,$24.99 ,$27.05 ,11/12/2021,202111,,,,,,,,,284
4,Goodwill South Lamar ATX,B0703,Vince Chunky Knit Boucle Long-Sleeve Sweater S,$9.99 ,$10.81 ,11/12/2021,202111,,,,,,,,,284
4,Goodwill South Lamar ATX,B0704,Anthro Deletta Sirpo Red Bell Sleeve Faux Wrap V-Neck Burnout Blouse S,$9.99 ,$10.81 ,11/12/2021,202111,Poshmark,$23.00 ,$4.60 ,$1.72 ,$16.68 ,$5.87 ,5/16/2022,20225,185
,Goodwill South Lamar ATX,B0705,Maeve Anthro Eva Wrap Maroon Blouse 8,$11.99 ,$12.98 ,,,,,,,,,,,
4,Goodwill South Lamar ATX,B0706,Anthro Deletta White Lace Panel Top Blouse S,$7.99 ,$8.65 ,11/12/2021,202111,,,,,,,,,284
6,Goodwill South Lamar ATX,B0707,Cloth & Stone Summersong Chambray Sleeveless Top XS,$4.99 ,$5.40 ,2/27/2022,20222,,,,,,,,,177
4,Goodwill South Lamar ATX,B0708,Anthro Tiny NWT Gardenia Lace Front Top White S,$14.99 ,$16.23 ,11/12/2021,202111,,,,,,,,,284
6,Goodwill South Lamar ATX,B0709,Anthropologie Weekend Bicycle T-Shirt S,$9.99 ,$10.81 ,2/27/2022,20222,Wearing,,,,,,,,177
13,Goodwill South Lamar ATX,B0710,Madewell Scatter Block Tassel Shift Dress NWT S,$16.99 ,$18.39 ,2/27/2022,20222,,,,,,,,,177
13,Goodwill South Lamar ATX,B0711,Show Me Your MuMu Em Olive Green & Cream Swing Dress Medallion S,$12.99 ,$14.06 ,11/12/2021,202111,,,,,,,,,284
13,Goodwill South Lamar ATX,B0712,Faithfull the Brand Supreme Orange Bermuda Dress Wrap S,$14.99 ,$16.23 ,2/27/2022,20222,,,,,,,,,177
13,Goodwill South Lamar ATX,B0713,Madewell Pleated Floral Mini Dress Sleeveless 4,$14.99 ,$16.23 ,11/12/2021,202111,Poshmark,$30.00 ,$6.00 ,$0.00 ,$24.00 ,$7.77 ,2/18/2022,20222,98
13,Goodwill South Lamar ATX,B0714,Anthro Uncle Frank Southwestern Aztec Dress XS,$12.99 ,$14.04 ,11/12/2021,202111,,,,,,,,,284
WEARING,Clothes Mentor Selma,B0715,Brown belt,$6.00 ,$6.50 ,Wearing,,,,,,,,,,
WEARING,Clothes Mentor Selma,B0716,Brown belt,$6.00 ,$6.50 ,Wearing,,,,,,,,,,
WEARING,Clothes Mentor Selma,B0717,Cynthia Rowely Black Bell Sleeve Morino Wool Sweater ,$14.00 ,$15.16 ,Wearing,,,,,,,,,,
,Clothes Mentor Selma,B0718,Reebok Long Sleeve Running Shirt Grey,$14.00 ,$15.16 ,,,,,,,,,,,
WEARING,Clothes Mentor Selma,B0719,Blue Athletic Quarter Zip Pullover,$13.00 ,$14.07 ,Wearing,,,,,,,,,,
WEARING,Clothes Mentor Selma,B0720,Old Navy Purple Athletic Quarter Zip Pullover,$10.00 ,$10.83 ,Wearing,,,,,,,,,,
5,Clothes Mentor Selma,B0721,Entro Boho Tunic Topic Lace Crochet 3/4 Sleeves S,$5.50 ,$5.95 ,12/19/2021,202112,,,,,,,,,247
6,Clothes Mentor Selma,B0722,ModCloth White Sleeveless Blouse Tank XXS,$4.50 ,$4.87 ,3/1/2022,20223,,,,,,,,,175
,Clothes Mentor Selma,B0723,Dip Black Tank XS,$2.00 ,$2.17 ,,,,,,,,,,,
5,Clothes Mentor Selma,B0724,Violet + Claire Floral Boho Bell Sleeve Top L,$4.50 ,$4.87 ,12/19/2021,202112,,,,,,,,,247
5,Clothes Mentor Selma,B0725,Umgee Boho Embroidered Floral Maroon Tunic Top NWT M,$6.50 ,$7.04 ,12/19/2021,202112,Poshmark,$34.00 ,$6.80 ,$1.72 ,$25.48 ,$18.44 ,8/17/2022,20228,241
5,Clothes Mentor Selma,B0726,Entro Boho Tassel Hippie Blouse S,$5.50 ,$5.95 ,12/20/2021,202112,,,,,,,,,246
5,Clothes Mentor Selma,B0727,The North Face NWT Striped Tank XS,$6.50 ,$7.04 ,12/19/2021,202112,,,,,,,,,247
5,Clothes Mentor Selma,B0728,The Limited Blush Peplum Top XS,$4.50 ,$4.87 ,12/19/2021,202112,,,,,,,,,247
5,Clothes Mentor Selma,B0729,Philosophy Sheer Floral Long Sleeve Blouse S,$5.50 ,$5.95 ,12/18/2021,202112,,,,,,,,,248
5,Clothes Mentor Selma,B0730,She + Sky Faux Denim Burnout Long Sleeve Blouse L,$5.50 ,$5.95 ,12/18/2021,202112,,,,,,,,,248
WEARING,Clothes Mentor Selma,B0731,Reebok Logo Tank Cut Out Back M,$10.00 ,$10.83 ,Wearing,,,,,,,,,,
1,Clothes Mentor Selma,B0732,Altar'd State Knit High Low Sweater Crew Neck M,$7.00 ,$7.58 ,12/18/2021,202112,,,,,,,,,248
1,Clothes Mentor Selma,B0733,Free People Down By The Bay Boho Oversized Mixed Floral Print Tunic XS,$7.00 ,$7.58 ,12/16/2021,202112,,,,,,,,,250
1,Clothes Mentor Selma,B0734,Free People Tunic Top Blouse Plaid Pockets 0,$7.00 ,$7.58 ,12/18/2021,202112,,,,,,,,,248
5,Clothes Mentor Selma,B0735,Cabi Merrow Edge Floral Tank Blouse Orange #268 S ,$4.50 ,$4.87 ,12/20/2021,202112,Poshmark,$21.25 ,$4.25 ,$0.00 ,$17.00 ,$12.13 ,3/20/2022,20223,90
5,Clothes Mentor Selma,B0736,Express Printed V Neck Blouse XS,$5.00 ,$5.41 ,12/18/2021,202112,,,,,,,,,248
,Clothes Mentor Selma,B0737,Pilcro and the Letterpress Anthro Juni Ruffled Denim Button Down Shirt XSP,$7.00 ,$7.58 ,12/17/2021,202112,,,,,,,,,249
5,Clothes Mentor Selma,B0738,Fabletics Bishop Tank Draped XS,$6.00 ,$6.50 ,12/16/2021,202112,Poshmark,$21.25 ,$4.25 ,$0.00 ,$17.00 ,$10.51 ,3/20/2022,20223,94
